Test Date:	Model	FWVer	SerialNumber	ImageFileName	YCenter	XCenter	Estimated_Magn	Actual_Meas_Magn	ZoomEncPos	ZoomPos	Rho	
23/07/2019 11:50:18 AM		4.00.400935	005695288	10391.jpeg	763	1057	1.552070	1.553327	10391	1.581	System.Windows.Forms.TextBox, Text: 0.951157	
23/07/2019 11:50:39 AM		4.00.400935	005695288	10396.jpeg	763	1057	1.695818	1.558668	10396	1.587	System.Windows.Forms.TextBox, Text: 0.950611	
23/07/2019 11:51:00 AM		4.00.400935	005695288	10401.jpeg	762	1058	1.562628	1.564823	10401	1.593	System.Windows.Forms.TextBox, Text: 0.953045	
23/07/2019 11:51:22 AM		4.00.400935	005695288	10406.jpeg	762	1057	1.707277	1.570218	10406	1.599	System.Windows.Forms.TextBox, Text: 0.953207	
23/07/2019 11:51:43 AM		4.00.400935	005695288	10411.jpeg	764	1059	1.573331	1.576377	10411	1.605	System.Windows.Forms.TextBox, Text: 0.953666	
23/07/2019 11:52:05 AM		4.00.400935	005695288	10416.jpeg	763	1059	1.718891	1.581950	10416	1.611	System.Windows.Forms.TextBox, Text: 0.951679	
23/07/2019 11:52:26 AM		4.00.400935	005695288	10421.jpeg	764	1057	1.584181	1.588445	10421	1.617	System.Windows.Forms.TextBox, Text: 0.957572	
23/07/2019 11:52:48 AM		4.00.400935	005695288	10426.jpeg	763	1058	1.730664	1.593917	10426	1.623	System.Windows.Forms.TextBox, Text: 0.952775	
23/07/2019 11:53:09 AM		4.00.400935	005695288	10431.jpeg	764	1062	1.595183	1.600519	10431	1.63	System.Windows.Forms.TextBox, Text: 0.957334	
23/07/2019 11:53:30 AM		4.00.400935	005695288	10436.jpeg	764	1060	1.742600	1.606265	10436	1.636	System.Windows.Forms.TextBox, Text: 0.954857	
23/07/2019 11:53:52 AM		4.00.400935	005695288	10441.jpeg	764	1061	1.754701	1.612756	10441	1.642	System.Windows.Forms.TextBox, Text: 0.956555	
23/07/2019 11:54:13 AM		4.00.400935	005695288	10446.jpeg	764	1059	1.617650	1.618630	10446	1.648	System.Windows.Forms.TextBox, Text: 0.958021	
23/07/2019 11:54:35 AM		4.00.400935	005695288	10451.jpeg	764	1060	1.766971	1.625624	10451	1.655	System.Windows.Forms.TextBox, Text: 0.954940	
23/07/2019 11:54:56 AM		4.00.400935	005695288	10456.jpeg	764	1060	1.629123	1.631355	10456	1.661	System.Windows.Forms.TextBox, Text: 0.959229	
23/07/2019 11:55:18 AM		4.00.400935	005695288	10461.jpeg	764	1060	1.779415	1.638278	10461	1.667	System.Windows.Forms.TextBox, Text: 0.958871	
23/07/2019 11:55:39 AM		4.00.400935	005695288	10466.jpeg	764	1062	1.640759	1.643822	10466	1.674	System.Windows.Forms.TextBox, Text: 0.959228	
23/07/2019 11:56:00 AM		4.00.400935	005695288	10471.jpeg	765	1059	1.792035	1.650241	10471	1.68	System.Windows.Forms.TextBox, Text: 0.958532	
23/07/2019 11:56:22 AM		4.00.400935	005695288	10476.jpeg	764	1060	1.652563	1.655746	10476	1.686	System.Windows.Forms.TextBox, Text: 0.960808	
23/07/2019 11:56:43 AM		4.00.400935	005695288	10481.jpeg	765	1060	1.804835	1.662082	10481	1.693	System.Windows.Forms.TextBox, Text: 0.957500	
23/07/2019 11:57:04 AM		4.00.400935	005695288	10486.jpeg	765	1061	1.664538	1.667974	10486	1.699	System.Windows.Forms.TextBox, Text: 0.958920	
23/07/2019 11:57:26 AM		4.00.400935	005695288	10491.jpeg	766	1061	1.817820	1.674642	10491	1.706	System.Windows.Forms.TextBox, Text: 0.960249	
23/07/2019 11:57:47 AM		4.00.400935	005695288	10496.jpeg	766	1065	1.676688	1.680426	10496	1.712	System.Windows.Forms.TextBox, Text: 0.959252	
23/07/2019 11:58:09 AM		4.00.400935	005695288	10501.jpeg	766	1062	1.830992	1.687304	10501	1.719	System.Windows.Forms.TextBox, Text: 0.957898	
23/07/2019 11:58:30 AM		4.00.400935	005695288	10506.jpeg	766	1062	1.689017	1.693235	10506	1.725	System.Windows.Forms.TextBox, Text: 0.959015	
23/07/2019 11:58:52 AM		4.00.400935	005695288	10511.jpeg	766	1063	1.844357	1.700130	10511	1.732	System.Windows.Forms.TextBox, Text: 0.960662	
23/07/2019 11:59:13 AM		4.00.400935	005695288	10516.jpeg	766	1063	1.701528	1.706544	10516	1.739	System.Windows.Forms.TextBox, Text: 0.958155	
23/07/2019 11:59:34 AM		4.00.400935	005695288	10521.jpeg	766	1062	1.857919	1.713592	10521	1.745	System.Windows.Forms.TextBox, Text: 0.961316	
23/07/2019 11:59:56 AM		4.00.400935	005695288	10526.jpeg	766	1064	1.714226	1.719827	10526	1.752	System.Windows.Forms.TextBox, Text: 0.958122	
23/07/2019 12:00:17 PM		4.00.400935	005695288	10531.jpeg	767	1064	1.871681	1.726624	10531	1.759	System.Windows.Forms.TextBox, Text: 0.960517	
23/07/2019 12:00:39 PM		4.00.400935	005695288	10536.jpeg	766	1064	1.727115	1.732645	10536	1.765	System.Windows.Forms.TextBox, Text: 0.961889	
23/07/2019 12:01:00 PM		4.00.400935	005695288	10541.jpeg	767	1063	1.885649	1.739691	10541	1.772	System.Windows.Forms.TextBox, Text: 0.962295	
23/07/2019 12:01:21 PM		4.00.400935	005695288	10546.jpeg	767	1066	1.740199	1.745869	10546	1.779	System.Windows.Forms.TextBox, Text: 0.963398	
23/07/2019 12:01:43 PM		4.00.400935	005695288	10551.jpeg	768	1064	1.899827	1.752843	10551	1.786	System.Windows.Forms.TextBox, Text: 0.960592	
23/07/2019 12:02:04 PM		4.00.400935	005695288	10556.jpeg	767	1064	1.753483	1.759176	10556	1.792	System.Windows.Forms.TextBox, Text: 0.959081	
23/07/2019 12:02:26 PM		4.00.400935	005695288	10561.jpeg	768	1064	1.914219	1.766167	10561	1.799	System.Windows.Forms.TextBox, Text: 0.961949	
23/07/2019 12:02:47 PM		4.00.400935	005695288	10566.jpeg	768	1063	1.766971	1.772733	10566	1.806	System.Windows.Forms.TextBox, Text: 0.964199	
23/07/2019 12:03:08 PM		4.00.400935	005695288	10571.jpeg	768	1064	1.928831	1.779870	10571	1.813	System.Windows.Forms.TextBox, Text: 0.960989	
23/07/2019 12:03:30 PM		4.00.400935	005695288	10576.jpeg	768	1064	1.780669	1.786321	10576	1.82	System.Windows.Forms.TextBox, Text: 0.965060	
23/07/2019 12:04:22 PM		4.00.400935	005695288	10581.jpeg	768	1064	1.766971	1.625231	10581	1.827	System.Windows.Forms.TextBox, Text: 0.140764	
23/07/2019 12:04:43 PM		4.00.400935	005695288	10586.jpeg	768	1064	1.794580	1.800751	10586	1.834	System.Windows.Forms.TextBox, Text: 0.963553	
23/07/2019 12:05:44 PM		4.00.400935	005695288	10591.jpeg	769	1064	1.780669	1.637342	10591	1.841	System.Windows.Forms.TextBox, Text: 0.141748	
23/07/2019 12:06:05 PM		4.00.400935	005695288	10596.jpeg	768	1064	1.808711	1.814658	10596	1.848	System.Windows.Forms.TextBox, Text: 0.962955	
23/07/2019 12:06:48 PM		4.00.400935	005695288	10601.jpeg	769	1064	1.794580	1.649032	10601	1.855	System.Windows.Forms.TextBox, Text: 0.152503	
23/07/2019 12:07:09 PM		4.00.400935	005695288	10606.jpeg	768	1064	1.823066	1.828170	10606	1.862	System.Windows.Forms.TextBox, Text: 0.961767	
23/07/2019 12:07:49 PM		4.00.400935	005695288	10611.jpeg	770	1064	1.808711	1.659368	10611	1.869	System.Windows.Forms.TextBox, Text: 0.146262	
23/07/2019 12:08:10 PM		4.00.400935	005695288	10616.jpeg	769	1064	1.837650	1.841838	10616	1.876	System.Windows.Forms.TextBox, Text: 0.963917	
23/07/2019 12:08:46 PM		4.00.400935	005695288	10621.jpeg	770	1064	1.823066	1.671364	10621	1.883	System.Windows.Forms.TextBox, Text: 0.135811	
23/07/2019 12:09:07 PM		4.00.400935	005695288	10626.jpeg	769	1064	1.852470	1.855763	10626	1.891	System.Windows.Forms.TextBox, Text: 0.966716	
23/07/2019 12:09:43 PM		4.00.400935	005695288	10631.jpeg	770	1064	1.837650	1.754078	10631	1.898	System.Windows.Forms.TextBox, Text: 0.149836	
23/07/2019 12:10:04 PM		4.00.400935	005695288	10636.jpeg	770	1064	1.867531	1.869810	10636	1.905	System.Windows.Forms.TextBox, Text: 0.964521	
23/07/2019 12:10:42 PM		4.00.400935	005695288	10641.jpeg	770	1064	1.852470	1.694230	10641	1.912	System.Windows.Forms.TextBox, Text: 0.146581	
23/07/2019 12:11:03 PM		4.00.400935	005695288	10646.jpeg	770	1063	1.882838	1.884988	10646	1.92	System.Windows.Forms.TextBox, Text: 0.961938	
23/07/2019 12:11:39 PM		4.00.400935	005695288	10651.jpeg	771	1065	1.867531	1.780344	10651	1.927	System.Windows.Forms.TextBox, Text: 0.133975	
23/07/2019 12:12:01 PM		4.00.400935	005695288	10656.jpeg	771	1064	1.898399	1.899990	10656	1.934	System.Windows.Forms.TextBox, Text: 0.967382	
23/07/2019 12:12:35 PM		4.00.400935	005695288	10661.jpeg	771	1064	1.882838	1.794194	10661	1.942	System.Windows.Forms.TextBox, Text: 0.137030	
23/07/2019 12:12:56 PM		4.00.400935	005695288	10666.jpeg	771	1064	1.914219	1.914476	10666	1.949	System.Windows.Forms.TextBox, Text: 0.968788	
23/07/2019 12:13:17 PM		4.00.400935	005695288	10671.jpeg	771	1064	1.914219	1.921875	10671	1.957	System.Windows.Forms.TextBox, Text: 0.964124	
23/07/2019 12:14:15 PM		4.00.400935	005695288	10676.jpeg	772	1064	1.898399	1.812300	10676	1.964	System.Windows.Forms.TextBox, Text: 0.154598	
23/07/2019 12:14:36 PM		4.00.400935	005695288	10681.jpeg	772	1064	1.930305	1.936634	10681	1.972	System.Windows.Forms.TextBox, Text: 0.966621	
23/07/2019 12:14:57 PM		4.00.400935	005695288	10686.jpeg	772	1064	1.914219	1.943384	10686	1.979	System.Windows.Forms.TextBox, Text: 0.966873	
23/07/2019 12:15:19 PM		4.00.400935	005695288	10691.jpeg	772	1064	1.946664	1.951277	10691	1.987	System.Windows.Forms.TextBox, Text: 0.967510	
23/07/2019 12:15:40 PM		4.00.400935	005695288	10696.jpeg	772	1065	1.930305	1.958568	10696	1.994	System.Windows.Forms.TextBox, Text: 0.966420	
23/07/2019 12:16:01 PM		4.00.400935	005695288	10701.jpeg	772	1064	1.963302	1.966653	10701	2.002	System.Windows.Forms.TextBox, Text: 0.965777	
23/07/2019 12:16:22 PM		4.00.400935	005695288	10706.jpeg	772	1064	1.946664	1.973683	10706	2.009	System.Windows.Forms.TextBox, Text: 0.965761	
23/07/2019 12:16:43 PM		4.00.400935	005695288	10711.jpeg	773	1064	1.980227	1.981777	10711	2.017	System.Windows.Forms.TextBox, Text: 0.966869	
23/07/2019 12:17:04 PM		4.00.400935	005695288	10716.jpeg	773	1064	1.963302	1.989286	10716	2.025	System.Windows.Forms.TextBox, Text: 0.966294	
23/07/2019 12:17:26 PM		4.00.400935	005695288	10721.jpeg	773	1065	1.997446	1.997643	10721	2.033	System.Windows.Forms.TextBox, Text: 0.964616	
23/07/2019 12:17:47 PM		4.00.400935	005695288	10726.jpeg	774	1065	1.997446	2.005117	10726	2.04	System.Windows.Forms.TextBox, Text: 0.969202	
23/07/2019 12:18:08 PM		4.00.400935	005695288	10731.jpeg	774	1065	1.980227	2.013193	10731	2.048	System.Windows.Forms.TextBox, Text: 0.966261	
23/07/2019 12:18:29 PM		4.00.400935	005695288	10736.jpeg	774	1065	2.014967	2.020596	10736	2.056	System.Windows.Forms.TextBox, Text: 0.966688	
23/07/2019 12:18:51 PM		4.00.400935	005695288	10741.jpeg	774	1065	1.997446	2.028492	10741	2.064	System.Windows.Forms.TextBox, Text: 0.966345	
23/07/2019 12:19:12 PM		4.00.400935	005695288	10746.jpeg	774	1065	2.032799	2.035703	10746	2.072	System.Windows.Forms.TextBox, Text: 0.970591	
23/07/2019 12:19:33 PM		4.00.400935	005695288	10751.jpeg	774	1067	2.014967	2.043741	10751	2.08	System.Windows.Forms.TextBox, Text: 0.970445	
23/07/2019 12:19:54 PM		4.00.400935	005695288	10756.jpeg	774	1065	2.014967	2.050846	10756	2.087	System.Windows.Forms.TextBox, Text: 0.967793	
23/07/2019 12:20:15 PM		4.00.400935	005695288	10761.jpeg	774	1065	2.050949	2.059581	10761	2.095	System.Windows.Forms.TextBox, Text: 0.968705	
23/07/2019 12:20:37 PM		4.00.400935	005695288	10766.jpeg	774	1067	2.032799	2.066982	10766	2.103	System.Windows.Forms.TextBox, Text: 0.966149	
23/07/2019 12:20:58 PM		4.00.400935	005695288	10771.jpeg	776	1067	2.069426	2.075404	10771	2.111	System.Windows.Forms.TextBox, Text: 0.968956	
23/07/2019 12:21:19 PM		4.00.400935	005695288	10776.jpeg	775	1067	2.050949	2.082836	10776	2.12	System.Windows.Forms.TextBox, Text: 0.969135	
23/07/2019 12:21:40 PM		4.00.400935	005695288	10781.jpeg	776	1067	2.088239	2.091469	10781	2.128	System.Windows.Forms.TextBox, Text: 0.967828	
23/07/2019 12:22:01 PM		4.00.400935	005695288	10786.jpeg	776	1067	2.069426	2.099644	10786	2.136	System.Windows.Forms.TextBox, Text: 0.967241	
23/07/2019 12:22:22 PM		4.00.400935	005695288	10791.jpeg	776	1067	2.107397	2.108165	10791	2.144	System.Windows.Forms.TextBox, Text: 0.967237	
23/07/2019 12:22:44 PM		4.00.400935	005695288	10796.jpeg	776	1068	2.107397	2.116005	10796	2.152	System.Windows.Forms.TextBox, Text: 0.972298	
23/07/2019 12:23:05 PM		4.00.400935	005695288	10801.jpeg	776	1068	2.088239	2.124555	10801	2.16	System.Windows.Forms.TextBox, Text: 0.968655	
23/07/2019 12:23:26 PM		4.00.400935	005695288	10806.jpeg	776	1067	2.126910	2.132102	10806	2.169	System.Windows.Forms.TextBox, Text: 0.968225	
23/07/2019 12:23:47 PM		4.00.400935	005695288	10811.jpeg	777	1067	2.107397	2.140447	10811	2.177	System.Windows.Forms.TextBox, Text: 0.969111	
23/07/2019 12:24:09 PM		4.00.400935	005695288	10816.jpeg	776	1067	2.146788	2.147952	10816	2.185	System.Windows.Forms.TextBox, Text: 0.969379	
23/07/2019 12:24:30 PM		4.00.400935	005695288	10821.jpeg	777	1069	2.146788	2.156638	10821	2.193	System.Windows.Forms.TextBox, Text: 0.971764	
23/07/2019 12:24:51 PM		4.00.400935	005695288	10826.jpeg	776	1069	2.126910	2.164543	10826	2.202	System.Windows.Forms.TextBox, Text: 0.971674	
23/07/2019 12:25:12 PM		4.00.400935	005695288	10831.jpeg	778	1069	2.167041	2.173508	10831	2.21	System.Windows.Forms.TextBox, Text: 0.967639	
23/07/2019 12:25:33 PM		4.00.400935	005695288	10836.jpeg	776	1069	2.146788	2.181522	10836	2.219	System.Windows.Forms.TextBox, Text: 0.968923	
23/07/2019 12:25:55 PM		4.00.400935	005695288	10841.jpeg	778	1069	2.187679	2.190427	10841	2.227	System.Windows.Forms.TextBox, Text: 0.970830	
23/07/2019 12:26:16 PM		4.00.400935	005695288	10846.jpeg	778	1069	2.187679	2.198627	10846	2.236	System.Windows.Forms.TextBox, Text: 0.968876	
23/07/2019 12:26:37 PM		4.00.400935	005695288	10851.jpeg	778	1069	2.167041	2.207854	10851	2.244	System.Windows.Forms.TextBox, Text: 0.970582	
23/07/2019 12:26:58 PM		4.00.400935	005695288	10856.jpeg	778	1069	2.208714	2.216414	10856	2.253	System.Windows.Forms.TextBox, Text: 0.970514	
23/07/2019 12:27:19 PM		4.00.400935	005695288	10861.jpeg	779	1068	2.187679	2.225260	10861	2.261	System.Windows.Forms.TextBox, Text: 0.969769	
23/07/2019 12:27:41 PM		4.00.400935	005695288	10866.jpeg	778	1069	2.230158	2.233139	10866	2.27	System.Windows.Forms.TextBox, Text: 0.968907	
23/07/2019 12:28:02 PM		4.00.400935	005695288	10871.jpeg	779	1070	2.230158	2.241827	10871	2.279	System.Windows.Forms.TextBox, Text: 0.970174	
23/07/2019 12:28:23 PM		4.00.400935	005695288	10876.jpeg	778	1070	2.208714	2.250052	10876	2.287	System.Windows.Forms.TextBox, Text: 0.970929	
23/07/2019 12:28:44 PM		4.00.400935	005695288	10881.jpeg	779	1070	2.252023	2.258952	10881	2.296	System.Windows.Forms.TextBox, Text: 0.969811	
23/07/2019 12:29:05 PM		4.00.400935	005695288	10886.jpeg	778	1070	2.230158	2.266735	10886	2.305	System.Windows.Forms.TextBox, Text: 0.973176	
23/07/2019 12:29:27 PM		4.00.400935	005695288	10891.jpeg	780	1070	2.274319	2.275884	10891	2.314	System.Windows.Forms.TextBox, Text: 0.974041	
23/07/2019 12:29:48 PM		4.00.400935	005695288	10896.jpeg	779	1070	2.274319	2.284094	10896	2.322	System.Windows.Forms.TextBox, Text: 0.969100	
23/07/2019 12:30:09 PM		4.00.400935	005695288	10901.jpeg	780	1070	2.252023	2.293493	10901	2.331	System.Windows.Forms.TextBox, Text: 0.969445	
23/07/2019 12:30:30 PM		4.00.400935	005695288	10906.jpeg	780	1070	2.297063	2.301989	10906	2.34	System.Windows.Forms.TextBox, Text: 0.973509	
23/07/2019 12:30:52 PM		4.00.400935	005695288	10911.jpeg	780	1071	2.274319	2.311385	10911	2.349	System.Windows.Forms.TextBox, Text: 0.973346	
23/07/2019 12:31:13 PM		4.00.400935	005695288	10916.jpeg	780	1073	2.320266	2.320072	10916	2.358	System.Windows.Forms.TextBox, Text: 0.973765	
23/07/2019 12:31:34 PM		4.00.400935	005695288	10921.jpeg	781	1071	2.320266	2.329659	10921	2.367	System.Windows.Forms.TextBox, Text: 0.970997	
23/07/2019 12:31:55 PM		4.00.400935	005695288	10926.jpeg	781	1071	2.297063	2.338486	10926	2.376	System.Windows.Forms.TextBox, Text: 0.969490	
23/07/2019 12:32:16 PM		4.00.400935	005695288	10931.jpeg	782	1071	2.343942	2.347744	10931	2.385	System.Windows.Forms.TextBox, Text: 0.974198	
23/07/2019 12:32:38 PM		4.00.400935	005695288	10936.jpeg	781	1071	2.343942	2.356114	10936	2.394	System.Windows.Forms.TextBox, Text: 0.974422	
23/07/2019 12:32:59 PM		4.00.400935	005695288	10941.jpeg	782	1073	2.320266	2.365448	10941	2.403	System.Windows.Forms.TextBox, Text: 0.973412	
23/07/2019 12:33:20 PM		4.00.400935	005695288	10946.jpeg	782	1073	2.368106	2.373529	10946	2.413	System.Windows.Forms.TextBox, Text: 0.971921	
23/07/2019 12:33:41 PM		4.00.400935	005695288	10951.jpeg	782	1071	2.343942	2.383006	10951	2.422	System.Windows.Forms.TextBox, Text: 0.973620	
23/07/2019 12:34:02 PM		4.00.400935	005695288	10956.jpeg	782	1073	2.392774	2.391620	10956	2.431	System.Windows.Forms.TextBox, Text: 0.969888	
23/07/2019 12:34:24 PM		4.00.400935	005695288	10961.jpeg	782	1074	2.392774	2.401441	10961	2.44	System.Windows.Forms.TextBox, Text: 0.974900	
23/07/2019 12:34:45 PM		4.00.400935	005695288	10966.jpeg	782	1074	2.368106	2.410102	10966	2.45	System.Windows.Forms.TextBox, Text: 0.969417	
23/07/2019 12:35:06 PM		4.00.400935	005695288	10971.jpeg	783	1073	2.417961	2.419701	10971	2.459	System.Windows.Forms.TextBox, Text: 0.972032	
23/07/2019 12:35:27 PM		4.00.400935	005695288	10976.jpeg	783	1074	2.417961	2.428723	10976	2.468	System.Windows.Forms.TextBox, Text: 0.972744	
23/07/2019 12:35:49 PM		4.00.400935	005695288	10981.jpeg	784	1074	2.392774	2.438516	10981	2.478	System.Windows.Forms.TextBox, Text: 0.969564	
23/07/2019 12:36:10 PM		4.00.400935	005695288	10986.jpeg	784	1074	2.443684	2.448050	10986	2.487	System.Windows.Forms.TextBox, Text: 0.970438	
23/07/2019 12:36:31 PM		4.00.400935	005695288	10991.jpeg	784	1074	2.417961	2.458149	10991	2.497	System.Windows.Forms.TextBox, Text: 0.970504	
23/07/2019 12:36:52 PM		4.00.400935	005695288	10996.jpeg	784	1074	2.469960	2.467062	10996	2.506	System.Windows.Forms.TextBox, Text: 0.971491	
23/07/2019 12:37:13 PM		4.00.400935	005695288	11001.jpeg	784	1075	2.469960	2.476858	11001	2.516	System.Windows.Forms.TextBox, Text: 0.970276	
23/07/2019 12:37:35 PM		4.00.400935	005695288	11006.jpeg	784	1075	2.443684	2.485348	11006	2.525	System.Windows.Forms.TextBox, Text: 0.972004	
23/07/2019 1:45:05 PM		4.00.400935	005695288	11011.jpeg	785	1075	2.443684	2.305653	11011	2.535	System.Windows.Forms.TextBox, Text: 0.243163	
23/07/2019 1:45:26 PM		4.00.400935	005695288	11016.jpeg	784	1076	2.496808	2.503759	11016	2.545	System.Windows.Forms.TextBox, Text: 0.976822	
23/07/2019 1:50:45 PM		4.00.400935	005695288	11021.jpeg	785	1074	2.469960	2.322391	11021	2.554	System.Windows.Forms.TextBox, Text: 0.239483	
23/07/2019 1:51:24 PM		4.00.400935	005695288	11026.jpeg	785	1075	2.469960	2.330512	11026	2.564	System.Windows.Forms.TextBox, Text: 0.241533	
23/07/2019 1:51:45 PM		4.00.400935	005695288	11031.jpeg	786	1075	2.524245	2.532808	11031	2.574	System.Windows.Forms.TextBox, Text: 0.977537	
23/07/2019 1:55:08 PM		4.00.400935	005695288	11036.jpeg	786	1075	2.496808	2.346607	11036	2.584	System.Windows.Forms.TextBox, Text: 0.245092	
23/07/2019 1:55:29 PM		4.00.400935	005695288	11041.jpeg	786	1074	2.552292	2.551881	11041	2.594	System.Windows.Forms.TextBox, Text: 0.972647	
23/07/2019 1:55:51 PM		4.00.400935	005695288	11046.jpeg	786	1076	2.552292	2.561420	11046	2.604	System.Windows.Forms.TextBox, Text: 0.977930	
23/07/2019 1:56:38 PM		4.00.400935	005695288	11051.jpeg	786	1075	2.524245	2.373532	11051	2.613	System.Windows.Forms.TextBox, Text: 0.259665	
23/07/2019 1:57:05 PM		4.00.400935	005695288	11056.jpeg	786	1076	2.496808	2.381165	11056	2.623	System.Windows.Forms.TextBox, Text: 0.251213	
23/07/2019 1:57:27 PM		4.00.400935	005695288	11061.jpeg	787	1076	2.580970	2.592074	11061	2.633	System.Windows.Forms.TextBox, Text: 0.975069	
23/07/2019 2:01:32 PM		4.00.400935	005695288	11066.jpeg	788	1076	2.552292	2.400287	11066	2.644	System.Windows.Forms.TextBox, Text: 0.248422	
23/07/2019 2:02:07 PM		4.00.400935	005695288	11071.jpeg	787	1076	2.524245	2.409194	11071	2.654	System.Windows.Forms.TextBox, Text: 0.247754	
23/07/2019 2:02:29 PM		4.00.400935	005695288	11076.jpeg	788	1077	2.617735	2.620638	11076	2.664	System.Windows.Forms.TextBox, Text: 0.975830	
23/07/2019 2:02:50 PM		4.00.400935	005695288	11081.jpeg	788	1077	2.640302	2.631308	11081	2.674	System.Windows.Forms.TextBox, Text: 0.975740	
23/07/2019 2:03:11 PM		4.00.400935	005695288	11086.jpeg	788	1077	2.640302	2.640500	11086	2.684	System.Windows.Forms.TextBox, Text: 0.976219	
23/07/2019 2:03:32 PM		4.00.400935	005695288	11091.jpeg	788	1077	2.640302	2.650807	11091	2.694	System.Windows.Forms.TextBox, Text: 0.973299	
23/07/2019 2:03:53 PM		4.00.400935	005695288	11096.jpeg	788	1078	2.663261	2.660483	11096	2.705	System.Windows.Forms.TextBox, Text: 0.977962	
23/07/2019 2:08:03 PM		4.00.400935	005695288	11101.jpeg	788	1078	2.580970	2.460228	11101	2.715	System.Windows.Forms.TextBox, Text: 0.260144	
23/07/2019 2:08:24 PM		4.00.400935	005695288	11106.jpeg	788	1078	2.671004	2.680828	11106	2.725	System.Windows.Forms.TextBox, Text: 0.973312	
23/07/2019 2:08:46 PM		4.00.400935	005695288	11111.jpeg	789	1078	2.686623	2.692105	11111	2.736	System.Windows.Forms.TextBox, Text: 0.977159	
23/07/2019 2:09:07 PM		4.00.400935	005695288	11116.jpeg	789	1078	2.710399	2.702663	11116	2.746	System.Windows.Forms.TextBox, Text: 0.978205	
23/07/2019 2:09:28 PM		4.00.400935	005695288	11121.jpeg	789	1078	2.710399	2.713927	11121	2.757	System.Windows.Forms.TextBox, Text: 0.976447	
23/07/2019 2:09:49 PM		4.00.400935	005695288	11126.jpeg	790	1078	2.734599	2.724512	11126	2.767	System.Windows.Forms.TextBox, Text: 0.970298	
23/07/2019 2:10:10 PM		4.00.400935	005695288	11131.jpeg	790	1078	2.734599	2.735078	11131	2.778	System.Windows.Forms.TextBox, Text: 0.968063	
23/07/2019 2:10:32 PM		4.00.400935	005695288	11136.jpeg	790	1078	2.734599	2.743961	11136	2.788	System.Windows.Forms.TextBox, Text: 0.969784	
23/07/2019 2:10:53 PM		4.00.400935	005695288	11141.jpeg	791	1078	2.759235	2.754972	11141	2.799	System.Windows.Forms.TextBox, Text: 0.973532	
23/07/2019 2:11:14 PM		4.00.400935	005695288	11146.jpeg	790	1078	2.759235	2.764383	11146	2.81	System.Windows.Forms.TextBox, Text: 0.974224	
23/07/2019 2:11:35 PM		4.00.400935	005695288	11151.jpeg	792	1079	2.767546	2.775462	11151	2.82	System.Windows.Forms.TextBox, Text: 0.976176	
23/07/2019 2:11:56 PM		4.00.400935	005695288	11156.jpeg	790	1079	2.784319	2.785247	11156	2.831	System.Windows.Forms.TextBox, Text: 0.977103	
23/07/2019 2:12:18 PM		4.00.400935	005695288	11161.jpeg	792	1079	2.784319	2.796373	11161	2.842	System.Windows.Forms.TextBox, Text: 0.973108	
23/07/2019 2:12:39 PM		4.00.400935	005695288	11166.jpeg	792	1079	2.809863	2.806621	11166	2.853	System.Windows.Forms.TextBox, Text: 0.977731	
23/07/2019 2:13:00 PM		4.00.400935	005695288	11171.jpeg	792	1079	2.809863	2.817856	11171	2.864	System.Windows.Forms.TextBox, Text: 0.974122	
23/07/2019 2:13:21 PM		4.00.400935	005695288	11176.jpeg	792	1079	2.835880	2.828387	11176	2.875	System.Windows.Forms.TextBox, Text: 0.974869	
23/07/2019 2:13:42 PM		4.00.400935	005695288	11181.jpeg	792	1079	2.835880	2.840126	11181	2.886	System.Windows.Forms.TextBox, Text: 0.974018	
23/07/2019 2:14:04 PM		4.00.400935	005695288	11186.jpeg	792	1080	2.862384	2.850919	11186	2.897	System.Windows.Forms.TextBox, Text: 0.975869	
23/07/2019 2:14:25 PM		4.00.400935	005695288	11191.jpeg	794	1080	2.862384	2.862760	11191	2.908	System.Windows.Forms.TextBox, Text: 0.978425	
23/07/2019 2:14:46 PM		4.00.400935	005695288	11196.jpeg	793	1080	2.862384	2.872909	11196	2.919	System.Windows.Forms.TextBox, Text: 0.976858	
23/07/2019 2:15:07 PM		4.00.400935	005695288	11201.jpeg	794	1080	2.889387	2.884262	11201	2.93	System.Windows.Forms.TextBox, Text: 0.977609	
23/07/2019 2:15:28 PM		4.00.400935	005695288	11206.jpeg	794	1080	2.889387	2.894603	11206	2.941	System.Windows.Forms.TextBox, Text: 0.976205	
23/07/2019 2:15:50 PM		4.00.400935	005695288	11211.jpeg	794	1080	2.916905	2.906105	11211	2.952	System.Windows.Forms.TextBox, Text: 0.976720	
23/07/2019 2:16:11 PM		4.00.400935	005695288	11216.jpeg	794	1080	2.916905	2.916343	11216	2.964	System.Windows.Forms.TextBox, Text: 0.977172	
23/07/2019 2:16:32 PM		4.00.400935	005695288	11221.jpeg	794	1080	2.916905	2.927914	11221	2.975	System.Windows.Forms.TextBox, Text: 0.977838	
23/07/2019 2:16:53 PM		4.00.400935	005695288	11226.jpeg	794	1081	2.944952	2.938327	11226	2.986	System.Windows.Forms.TextBox, Text: 0.978991	
23/07/2019 2:17:14 PM		4.00.400935	005695288	11231.jpeg	795	1081	2.944952	2.950627	11231	2.998	System.Windows.Forms.TextBox, Text: 0.973239	
